fullName,season,rel_batting_impact_score,rel_bowling_impact_score
Murugan Ashwin,2022,11.03,32.97
Mustafizur Rahman,2016,0.84,10.42
Mustafizur Rahman,2017,0.0,25.75
Mustafizur Rahman,2018,0.0,10.42
Mustafizur Rahman,2021,0.84,20.84
Mustafizur Rahman,2022,2.52,32.61
Muttiah Muralitharan,2009,0.0,10.44
Muttiah Muralitharan,2010,1.3,30.98
Muttiah Muralitharan,2011,0.64,28.68
Muttiah Muralitharan,2012,3.76,15.91
Muttiah Muralitharan,2013,2.62,38.95
Muttiah Muralitharan,2014,0.64,22.35
Naman Ojha,2009,10.63,0.0
Naman Ojha,2010,26.47,0.0
Naman Ojha,2011,47.24,0.0
Naman Ojha,2012,34.52,0.0
Naman Ojha,2013,46.56,0.0
Naman Ojha,2014,37.62,0.0
Naman Ojha,2015,55.97,0.0
Naman Ojha,2016,46.31,0.0
Naman Ojha,2017,45.05,0.0
Naman Ojha,2018,56.49,0.0
Narayan Jagadeesan,2020,14.48,0.0
Narayan Jagadeesan,2022,28.96,0.0
Nathan Coulter-Nile,2013,3.16,16.05
Nathan Coulter-Nile,2014,9.1,13.68
Nathan Coulter-Nile,2015,3.16,43.2
Nathan Coulter-Nile,2016,5.79,32.57
Nathan Coulter-Nile,2017,8.59,23.58
Nathan Coulter-Nile,2020,11.75,39.63
Nathan Coulter-Nile,2021,20.75,32.5
Nathan Coulter-Nile,2022,13.02,56.79
Nathan Ellis,2021,3.28,10.28
Nathan Ellis,2022,9.84,4.18
Nathan McCullum,2011,9.9,0.0
Nathan Rimmington,2011,0.62,0.0
Nathu Singh,2017,0.0,13.32
Navdeep Saini,2019,2.58,7.02
Navdeep Saini,2020,0.64,17.21
Navdeep Saini,2021,7.75,12.5
Navdeep Saini,2022,1.92,7.02
Nayan Doshi,2010,0.0,13.14
Nayan Doshi,2011,0.0,36.66
Nic Maddinson,2014,3.99,0.0
Nic Maddinson,2015,9.31,0.0
Nicholas Pooran,2019,15.87,0.0
Nicholas Pooran,2020,36.55,0.0
Nicholas Pooran,2021,34.89,0.0
Nicholas Pooran,2022,21.05,0.0
Nikhil Naik,2016,4.71,0.0
Nikhil Naik,2019,9.42,0.0
Nikhil Naik,2020,14.54,0.0
Niraj Patel,2009,22.68,0.0
Nitin Saini,2012,10.01,0.0
Nitish Rana,2016,20.53,2.37
Nitish Rana,2017,47.53,0.0
Nitish Rana,2018,42.09,0.0
Nitish Rana,2019,35.23,11.1
Nitish Rana,2020,59.37,5.52
Nitish Rana,2021,53.73,0.0
Nitish Rana,2022,72.37,0.0
Nuwan Kulasekara,2011,1.56,13.21
Nuwan Kulasekara,2012,0.0,11.52
Obed McCoy,2022,5.25,16.83
Odean Smith,2022,6.08,9.11
Oshane Thomas,2019,0.0,15.75
Owais Shah,2010,14.95,0.0
Owais Shah,2011,36.23,0.0
Owais Shah,2012,23.65,0.0
Owais Shah,2013,44.72,0.0
Padmanabhan Prasanth,2011,0.0,0.0
Pankaj Singh,2009,1.56,0.0
Pankaj Singh,2010,0.32,7.14
Pankaj Singh,2011,0.96,16.98
Pankaj Singh,2012,0.32,7.14
Paras Dogra,2010,5.43,0.0
Paras Dogra,2012,10.86,0.0
Paras Dogra,2013,8.95,0.0
Pardeep Sahu,2016,6.7,7.14
Parthiv Patel,2009,18.51,0.0
Parthiv Patel,2010,11.2,0.0
Parthiv Patel,2011,24.63,0.0
Parthiv Patel,2012,22.75,0.0
Parthiv Patel,2013,34.44,0.0
Parthiv Patel,2014,51.31,0.0
Parthiv Patel,2015,47.08,0.0
Parthiv Patel,2016,65.0,0.0
Parthiv Patel,2017,59.85,0.0
Parthiv Patel,2018,78.16,0.0
Parthiv Patel,2019,97.6,0.0
Parvez Rasool,2013,2.45,5.86
Parvez Rasool,2014,1.71,14.86
Parvez Rasool,2015,0.0,9.46
Parvez Rasool,2016,1.24,17.56
Parvinder Awana,2012,0.89,14.05
Parvinder Awana,2013,3.39,32.62
Parvinder Awana,2014,1.05,28.17
Pat Cummins,2014,6.56,11.86
Pat Cummins,2015,0.0,25.54
Pat Cummins,2017,6.56,23.72
Pat Cummins,2020,13.12,35.58
Pat Cummins,2021,23.72,35.02
Pat Cummins,2022,37.5,49.51
Paul Collingwood,2010,23.85,12.01
Paul Valthaty,2009,8.97,2.63
Paul Valthaty,2011,17.94,5.26
Paul Valthaty,2012,44.01,15.8
Paul Valthaty,2013,21.34,5.26
Pawan Negi,2012,4.43,7.72
Pawan Negi,2013,10.88,26.1
Pawan Negi,2014,4.43,7.72
Pawan Negi,2015,4.43,7.72
Pawan Negi,2016,13.19,14.92
Pawan Negi,2017,12.1,9.88
Pawan Negi,2018,22.31,31.59
Pawan Negi,2019,13.05,13.96
Pawan Suyal,2013,0.0,7.62
Pawan Suyal,2014,0.0,21.84
Pawan Suyal,2015,0.0,16.26
Peter Handscomb,2016,4.2,0.0
Pinal Shah,2009,5.78,0.0
Pinal Shah,2011,12.04,0.0
Piyush Chawla,2009,9.19,13.49
Piyush Chawla,2010,2.09,12.29
Piyush Chawla,2011,9.29,11.34
Piyush Chawla,2012,8.05,28.32
Piyush Chawla,2013,14.21,25.02
Piyush Chawla,2014,12.44,20.97
Piyush Chawla,2015,12.15,37.56
Piyush Chawla,2016,17.52,32.39
Piyush Chawla,2017,23.68,45.3
Piyush Chawla,2018,18.84,43.59
Piyush Chawla,2019,22.51,43.56
Piyush Chawla,2020,28.43,41.02
Piyush Chawla,2021,22.51,50.38
Prabhsimran Singh,2019,8.28,0.0
Prabhsimran Singh,2020,20.01,0.0
Prabhsimran Singh,2021,13.31,0.0
Prabhsimran Singh,2022,19.98,0.0
Pradeep Sangwan,2009,0.65,8.02
Pradeep Sangwan,2010,1.67,22.88
Pradeep Sangwan,2012,2.72,15.77
Pradeep Sangwan,2013,1.67,25.37
Pradeep Sangwan,2016,2.72,23.52
Pradeep Sangwan,2017,1.67,15.77
Pradeep Sangwan,2018,2.1,25.71
Pradeep Sangwan,2022,3.15,23.52
Pragyan Ojha,2009,0.32,12.02
Pragyan Ojha,2010,0.16,30.42
Pragyan Ojha,2011,0.8,29.89
Pragyan Ojha,2012,0.16,25.72
Pragyan Ojha,2013,1.05,25.62
Pragyan Ojha,2014,0.59,40.27
Pragyan Ojha,2015,1.5,29.76
Prasanth Parameswaran,2011,0.31,14.11
Prasanth Parameswaran,2012,0.93,9.02
Prashant Chopra,2018,5.28,0.0
Prashant Solanki,2022,0.0,15.84
Prasidh Krishna,2018,0.66,10.79
Prasidh Krishna,2019,0.6,27.23
Prasidh Krishna,2020,0.0,14.75
Prasidh Krishna,2021,0.62,21.75
Prasidh Krishna,2022,0.0,34.92
Praveen Dubey,2020,4.42,0.0
Praveen Kumar,2009,6.37,10.31
Praveen Kumar,2010,5.52,22.92
Praveen Kumar,2011,0.85,20.21
Praveen Kumar,2012,3.51,30.4
Praveen Kumar,2013,6.94,28.48
Praveen Kumar,2014,11.4,40.42
Praveen Kumar,2015,7.58,55.78
Praveen Kumar,2016,10.46,46.72
Praveen Kumar,2017,10.22,53.86
Pravin Tambe,2013,2.2,9.39
Pravin Tambe,2014,1.86,4.18
Pravin Tambe,2015,1.62,20.64
Pravin Tambe,2016,0.95,13.16
Prayas Ray Barman,2019,14.64,0.0
Prerak Mankad,2022,2.5,0.0
Prithvi Raj,2019,0.0,4.35
Prithvi Shaw,2018,18.64,0.0
Prithvi Shaw,2019,38.73,0.0
Prithvi Shaw,2020,34.64,0.0
Prithvi Shaw,2021,30.98,0.0
Prithvi Shaw,2022,54.86,0.0
Priyam Garg,2020,12.11,0.0
Priyam Garg,2021,9.32,0.0
Priyam Garg,2022,19.68,0.0
Quinton de Kock,2013,21.51,0.0
Quinton de Kock,2014,1.3,0.0
Quinton de Kock,2015,17.46,0.0
Quinton de Kock,2016,49.29,0.0
Quinton de Kock,2018,38.97,0.0
Quinton de Kock,2019,36.29,0.0
Quinton de Kock,2020,62.41,0.0
Quinton de Kock,2021,60.91,0.0
Quinton de Kock,2022,57.47,0.0
RP Singh,2009,2.0,12.32
RP Singh,2010,1.05,33.3
RP Singh,2011,2.27,24.71
RP Singh,2012,1.31,38.68
RP Singh,2013,2.1,36.34
RP Singh,2016,2.07,49.67
Rahil Shaikh,2009,0.0,0.0
Rahul Chahar,2017,2.72,13.98
Rahul Chahar,2019,5.44,27.96
Rahul Chahar,2020,4.7,43.14
Rahul Chahar,2021,3.96,40.26
Rahul Chahar,2022,5.76,56.93
Rahul Dravid,2009,20.44,0.0
Rahul Dravid,2010,16.77,0.0
Rahul Dravid,2011,34.5,0.0
Rahul Dravid,2012,57.53,0.0
Rahul Dravid,2013,57.16,0.0
Rahul Sharma,2010,1.92,11.55
Rahul Sharma,2011,6.86,10.13
Rahul Sharma,2012,5.11,31.13
Rahul Sharma,2013,2.18,20.22
Rahul Sharma,2014,3.37,32.07
Rahul Shukla,2012,1.72,5.4
Rahul Shukla,2013,0.0,0.0
Rahul Shukla,2014,0.62,10.08
Rahul Tewatia,2014,9.11,9.29
Rahul Tewatia,2015,20.42,19.37
Rahul Tewatia,2017,18.22,18.58
Rahul Tewatia,2018,15.71,36.94
Rahul Tewatia,2019,22.85,28.15
Rahul Tewatia,2020,20.66,38.03
Rahul Tewatia,2021,39.63,48.08
Rahul Tewatia,2022,30.81,44.69
Rahul Tripathi,2017,17.69,0.0
Rahul Tripathi,2018,38.48,0.0
Rahul Tripathi,2019,31.61,0.0
Rahul Tripathi,2020,46.62,0.0
Rahul Tripathi,2021,62.08,0.0
Rahul Tripathi,2022,80.65,0.0
Raiphi Gomez,2011,3.22,3.77
Raiphi Gomez,2013,6.44,7.54
Rajagopal Sathish,2010,7.33,2.07
Rajagopal Sathish,2011,15.3,6.99
Rajagopal Sathish,2013,14.66,4.14
Rajagopal Sathish,2016,21.99,6.21
Rajat Bhatia,2009,8.12,8.07
Rajat Bhatia,2010,1.04,30.52
Rajat Bhatia,2011,6.31,15.37
Rajat Bhatia,2012,3.83,25.61
Rajat Bhatia,2013,7.8,36.78
Rajat Bhatia,2014,14.84,35.25
Rajat Bhatia,2015,14.39,48.74
Rajat Bhatia,2016,7.8,35.25
Rajat Bhatia,2017,12.88,43.61
Rajat Patidar,2021,26.67,0.0
Rajat Patidar,2022,12.86,0.0
Rajesh Bishnoi,2009,4.2,0.0
Raju Bhatkal,2012,0.0,0.0
Raj Bawa,2022,3.71,0.0
Ramandeep Singh,2022,8.4,22.2
Ramesh Powar,2009,17.43,7.92
Ramesh Powar,2010,5.86,17.84
Ramesh Powar,2011,1.68,14.03
Ramesh Powar,2012,4.28,12.24
Ranadeb Bose,2009,0.0,0.0
Rashid Khan,2017,4.76,19.25
Rashid Khan,2018,2.4,18.28
Rashid Khan,2019,7.98,18.24
Rashid Khan,2020,5.59,18.0
Rashid Khan,2021,9.49,41.28
Rashid Khan,2022,15.15,37.2
Rasikh Salam,2019,3.87,0.0
Rasikh Salam,2022,7.74,0.0
Rassie van der Dussen,2022,5.12,0.0
Ravi Bishnoi,2020,1.03,14.53
Ravi Bishnoi,2021,3.49,11.59
Ravi Bishnoi,2022,1.67,32.47
Ravi Bopara,2009,19.13,6.98
Ravi Bopara,2010,40.55,0.0
Ravi Bopara,2015,38.26,6.98
Ravi Rampaul,2013,6.78,13.32
Ravi Rampaul,2014,4.32,31.85
Ravichandran Ashwin,2009,5.48,16.32
Ravichandran Ashwin,2010,11.18,77.76
Ravichandran Ashwin,2011,8.95,34.08
Ravichandran Ashwin,2012,6.11,54.39
Ravichandran Ashwin,2013,8.48,45.93
Ravichandran Ashwin,2014,13.38,58.3
Ravichandran Ashwin,2015,19.86,71.99
Ravichandran Ashwin,2016,19.35,71.44
Ravichandran Ashwin,2018,18.86,87.76
Ravichandran Ashwin,2019,27.56,80.12
Ravichandran Ashwin,2020,23.48,94.97
Ravichandran Ashwin,2021,28.65,91.34
Ravichandran Ashwin,2022,34.95,87.34
Ravindra Jadeja,2009,10.75,0.0
Ravindra Jadeja,2011,22.98,9.03
Ravindra Jadeja,2012,41.41,7.92
Ravindra Jadeja,2013,32.58,19.64
Ravindra Jadeja,2014,43.09,19.49
Ravindra Jadeja,2015,54.2,34.83
Ravindra Jadeja,2016,51.91,29.21
Ravindra Jadeja,2017,61.47,26.89
Ravindra Jadeja,2018,74.13,24.05
Ravindra Jadeja,2019,69.43,34.77
Ravindra Jadeja,2020,78.92,49.55
Ravindra Jadeja,2021,95.61,39.97
Ravindra Jadeja,2022,115.18,51.55
Ravisrinivasan Sai Kishore,2022,0.0,15.94
Ray Price,2011,0.0,0.0
Reetinder Sodhi,2010,2.5,0.0
Richard Levi,2012,9.74,0.0
Ricky Bhui,2018,2.46,0.0
Ricky Bhui,2019,0.0,0.0
Ricky Ponting,2013,7.2,0.0
Rilee Rossouw,2014,6.95,0.0
Rilee Rossouw,2015,16.25,0.0
Riley Meredith,2021,0.0,9.86
Riley Meredith,2022,0.0,7.96
Rinku Singh,2018,10.19,0.0
Rinku Singh,2019,4.88,0.0
Rinku Singh,2020,13.94,0.0
Rinku Singh,2022,24.13,0.0
Ripal Patel,2021,6.87,0.0
Ripal Patel,2022,16.73,0.0
Rishabh Pant,2016,22.4,0.0
Rishabh Pant,2017,14.74,0.0
Rishabh Pant,2018,33.69,0.0
Rishabh Pant,2019,73.37,0.0
Rishabh Pant,2020,57.13,0.0
Rishabh Pant,2021,53.26,0.0
Rishabh Pant,2022,74.05,0.0
Rishi Dhawan,2013,6.61,9.08
Rishi Dhawan,2014,3.52,5.58
Rishi Dhawan,2015,15.27,18.47
Rishi Dhawan,2016,10.04,7.74
Rishi Dhawan,2022,16.65,16.82
Riyan Parag,2019,11.97,1.61
Riyan Parag,2020,36.92,4.97
Riyan Parag,2021,19.38,1.61
Riyan Parag,2022,18.36,3.03
Rob Quiney,2009,10.49,0.0
Robin Peterson,2012,4.38,8.52
Robin Uthappa,2009,18.73,0.0
Robin Uthappa,2010,9.68,0.0
Robin Uthappa,2011,29.45,0.0
Robin Uthappa,2012,24.96,0.0
Robin Uthappa,2013,44.47,0.0
Robin Uthappa,2014,65.34,0.0
Robin Uthappa,2015,99.47,0.0
Robin Uthappa,2016,86.86,0.0
Robin Uthappa,2017,85.0,0.0
Robin Uthappa,2018,107.06,0.0
Robin Uthappa,2019,100.9,0.0
Robin Uthappa,2020,121.39,0.0
Robin Uthappa,2021,112.52,0.0
Robin Uthappa,2022,134.36,0.0
Roelof van der Merwe,2009,4.25,17.67
Roelof van der Merwe,2010,14.91,12.44
Roelof van der Merwe,2011,4.89,41.96
Roelof van der Merwe,2012,7.09,32.24
Roelof van der Merwe,2013,4.89,23.64
Rohan Gavaskar,2010,1.36,0.0
Rohan Raje,2009,1.68,9.8
Rohit Sharma,2009,26.16,16.08
Rohit Sharma,2010,17.52,13.63
Rohit Sharma,2011,36.78,2.79
Rohit Sharma,2012,57.78,0.0
Rohit Sharma,2013,57.73,0.0
Rohit Sharma,2014,80.55,0.0
Rohit Sharma,2015,77.66,5.76
Rohit Sharma,2016,100.97,0.0
Rohit Sharma,2017,130.15,0.0
Rohit Sharma,2018,116.49,0.0
Rohit Sharma,2019,116.02,0.0
Rohit Sharma,2020,136.6,0.0
Rohit Sharma,2021,157.62,0.0
Rohit Sharma,2022,180.16,0.0
Romario Shepherd,2022,14.63,9.18
Ronit More,2015,1.24,4.73
Ross Taylor,2009,27.94,0.0
Ross Taylor,2010,19.67,0.0
Ross Taylor,2011,9.32,0.0
Ross Taylor,2012,22.73,0.0
Ross Taylor,2013,21.29,0.0
Ross Taylor,2014,18.44,0.0
Rovman Powell,2022,15.17,0.0
Rusty Theron,2010,1.88,11.07
Rusty Theron,2012,3.76,22.14
Rusty Theron,2015,5.64,33.21
Ruturaj Gaikwad,2020,27.7,0.0
Ruturaj Gaikwad,2021,57.84,0.0
Ruturaj Gaikwad,2022,91.04,0.0
Ryan Harris,2009,3.84,15.59
Ryan Harris,2010,3.1,10.0
Ryan Harris,2011,9.26,32.77
Ryan Harris,2012,6.11,25.18
Ryan Harris,2013,12.38,49.66
Ryan McLaren,2010,8.91,8.23
Ryan McLaren,2011,7.3,5.1
Ryan McLaren,2013,16.21,13.33
Ryan Ninan,2011,1.98,13.86
Ryan ten Doeschate,2011,13.19,3.2
Ryan ten Doeschate,2012,43.6,0.0
Ryan ten Doeschate,2013,18.02,12.42
Ryan ten Doeschate,2014,34.09,0.0
Ryan ten Doeschate,2015,23.91,3.6
S Badrinath,2009,13.24,0.0
S Badrinath,2010,11.93,0.0
S Badrinath,2011,30.92,0.0
S Badrinath,2012,60.65,0.0
S Badrinath,2013,48.01,0.0
Sachin Baby,2013,6.33,4.38
Sachin Baby,2016,12.66,8.76
Sachin Baby,2017,27.54,26.26
Sachin Baby,2021,18.99,13.14
Sachin Rana,2011,10.51,0.0
Sachin Rana,2014,21.02,0.0
Sachin Tendulkar,2009,21.75,0.0
Sachin Tendulkar,2010,44.13,0.0
Sachin Tendulkar,2011,79.24,0.0
Sachin Tendulkar,2012,73.71,0.0
Sachin Tendulkar,2013,63.29,0.0
Sachithra Senanayake,2013,1.83,17.28
Sai Sudharsan,2022,23.26,0.0
Sam Billings,2016,11.59,0.0
Sam Billings,2017,27.59,0.0
Sam Billings,2018,44.4,0.0
Sam Billings,2019,36.85,0.0
Sam Billings,2022,48.44,0.0
Sam Curran,2019,10.16,11.47
Sam Curran,2020,8.46,23.54
Sam Curran,2021,20.9,35.75
Samuel Badree,2013,0.57,8.49
Samuel Badree,2014,0.0,0.0
Samuel Badree,2017,0.57,8.49
Sanath Jayasuriya,2009,28.91,6.61
Sanath Jayasuriya,2010,13.28,15.73
Sandeep Lamichhane,2018,0.0,19.48
Sandeep Lamichhane,2019,0.0,43.96
Sandeep Sharma,2013,1.3,14.14
Sandeep Sharma,2014,0.0,41.02
Sandeep Sharma,2015,1.25,32.76
Sandeep Sharma,2016,3.4,27.9
Sandeep Sharma,2017,2.51,42.47
Sandeep Sharma,2018,4.7,58.83
Sandeep Sharma,2019,2.51,55.67
Sandeep Sharma,2020,4.39,55.5
Sandeep Sharma,2021,4.13,70.38
Sandeep Sharma,2022,6.79,60.33
Sandeep Warrier,2019,0.0,3.12
Sandeep Warrier,2020,0.0,12.48
Sandeep Warrier,2021,0.0,3.12
Sanjay Bangar,2009,4.55,5.0
Sanjay Yadav,2022,0.0,0.0
Sanju Samson,2013,19.81,0.0
Sanju Samson,2014,15.66,0.0
Sanju Samson,2015,35.4,0.0
Sanju Samson,2016,29.15,0.0
Sanju Samson,2017,45.25,0.0
Sanju Samson,2018,65.92,0.0
Sanju Samson,2019,88.53,0.0
Sanju Samson,2020,87.77,0.0
Sanju Samson,2021,85.65,0.0
Sanju Samson,2022,113.72,0.0
Sarabjit Ladda,2010,0.0,4.91
Sarabjit Ladda,2011,0.0,13.37
Sarabjit Ladda,2013,0.0,9.82
Sarabjit Ladda,2016,0.0,14.73
Sarfaraz Khan,2015,11.67,0.0
Sarfaraz Khan,2016,11.66,0.0
Sarfaraz Khan,2018,23.33,0.0
Sarfaraz Khan,2019,17.4,0.0
Sarfaraz Khan,2020,48.0,0.0
Sarfaraz Khan,2021,25.23,0.0
Sarfaraz Khan,2022,17.4,0.0
Saurabh Tiwary,2009,8.9,0.0
Saurabh Tiwary,2010,3.04,0.0
Saurabh Tiwary,2011,24.26,0.0
Saurabh Tiwary,2012,14.17,0.0
Saurabh Tiwary,2013,27.3,0.0
Saurabh Tiwary,2015,44.52,0.0
Saurabh Tiwary,2016,38.61,0.0
Saurabh Tiwary,2017,56.94,0.0
Saurabh Tiwary,2020,55.83,0.0
Saurabh Tiwary,2021,53.49,0.0
Scott Boland,2016,0.0,13.02
Scott Kuggeleijn,2019,0.0,11.28
Scott Styris,2009,10.61,5.06
Scott Styris,2011,7.72,17.15
Sean Abbott,2015,4.8,4.2
Sean Abbott,2022,9.6,8.4
Shadab Jakati,2009,1.43,8.64
Shadab Jakati,2010,8.63,33.11
Shadab Jakati,2011,1.43,23.98
Shadab Jakati,2012,1.43,18.1
Shadab Jakati,2014,2.86,17.28
Shadab Jakati,2016,4.29,25.92
Shadab Jakati,2017,3.48,21.08
Shahbaz Ahmed,2020,7.2,11.49
Shahbaz Ahmed,2021,0.62,25.17
Shahbaz Ahmed,2022,6.3,42.95
Shahbaz Nadeem,2011,1.05,8.31
Shahbaz Nadeem,2012,0.0,19.03
Shahbaz Nadeem,2013,0.0,17.76
Shahbaz Nadeem,2014,1.53,30.52
Shahbaz Nadeem,2015,3.11,26.67
Shahbaz Nadeem,2016,2.86,17.76
Shahbaz Nadeem,2017,2.13,23.61
Shahbaz Nadeem,2018,1.95,36.15
Shahbaz Nadeem,2019,5.71,28.26
Shahbaz Nadeem,2020,1.95,34.92
Shahbaz Nadeem,2021,4.31,43.78
Shakib Al Hasan,2011,8.62,11.29
Shakib Al Hasan,2012,6.67,34.02
Shakib Al Hasan,2014,15.29,22.58
Shakib Al Hasan,2015,31.04,35.27
Shakib Al Hasan,2016,23.48,33.92
Shakib Al Hasan,2017,35.74,29.61
Shakib Al Hasan,2018,24.1,22.58
Shakib Al Hasan,2019,37.58,32.84
Shakib Al Hasan,2021,32.72,44.13
Shalabh Srivastava,2010,0.78,11.15
Shalabh Srivastava,2011,0.32,7.9
Shane Bond,2010,0.64,15.58
Shane Harwood,2009,2.8,13.6
Shane Warne,2009,7.0,16.22
Shane Warne,2010,14.07,14.77
Shane Warne,2011,7.92,10.65
Shane Watson,2010,21.82,8.95
Shane Watson,2011,50.32,20.83
Shane Watson,2012,45.28,18.02
Shane Watson,2013,74.32,30.24
Shane Watson,2014,72.36,44.09
Shane Watson,2015,58.7,40.18
Shane Watson,2016,90.69,36.68
Shane Watson,2017,66.92,51.74
Shane Watson,2018,65.83,43.52
Shane Watson,2019,94.79,42.79
Shane Watson,2020,83.08,36.68
Shardul Thakur,2015,4.35,11.55
Shardul Thakur,2017,8.7,23.1
Shardul Thakur,2018,4.35,22.62
Shardul Thakur,2019,13.75,35.97
Shardul Thakur,2020,7.36,32.02
Shardul Thakur,2021,11.87,44.96
Shardul Thakur,2022,8.16,59.77
Shashank Singh,2022,9.68,0.0
Shaun Marsh,2010,28.31,0.0
Shaun Marsh,2011,59.95,0.0
Shaun Marsh,2012,59.53,0.0
Shaun Marsh,2013,48.56,0.0
Shaun Marsh,2014,79.37,0.0
Shaun Marsh,2015,76.12,0.0
Shaun Marsh,2016,63.06,0.0
Shaun Marsh,2017,84.05,0.0
Shaun Tait,2010,2.08,12.53
Shaun Tait,2011,6.31,27.26
Shaun Tait,2012,5.53,44.39
Shaun Tait,2013,2.08,42.1
Sheldon Cottrell,2020,0.0,11.4
Sheldon Jackson,2017,6.08,0.0
Sheldon Jackson,2022,12.16,0.0
Sherfane Rutherford,2019,10.12,0.92
Sherfane Rutherford,2022,20.24,1.84
Shikhar Dhawan,2009,20.23,0.0
Shikhar Dhawan,2010,6.98,0.0
Shikhar Dhawan,2011,20.92,0.0
Shikhar Dhawan,2012,43.28,9.12
Shikhar Dhawan,2013,74.31,8.19
Shikhar Dhawan,2014,68.83,0.0
Shikhar Dhawan,2015,64.25,0.0
Shikhar Dhawan,2016,62.48,0.0
Shikhar Dhawan,2017,86.96,0.0
Shikhar Dhawan,2018,114.63,0.0
Shikhar Dhawan,2019,111.47,0.0
Shikhar Dhawan,2020,137.15,0.0
Shikhar Dhawan,2021,166.79,0.0
Shikhar Dhawan,2022,196.82,0.0
Shimron Hetmyer,2019,14.28,0.0
Shimron Hetmyer,2020,12.85,0.0
Shimron Hetmyer,2021,12.16,0.0
Shimron Hetmyer,2022,27.4,0.0
Shivam Dube,2019,14.11,2.46
Shivam Dube,2020,6.93,0.0
Shivam Dube,2021,17.2,9.83
Shivam Dube,2022,36.92,0.0
Shivam Mavi,2018,3.58,11.35
Shivam Mavi,2020,7.16,22.7
Shivam Mavi,2021,5.82,36.54
Shivam Mavi,2022,14.42,54.18
Shivam Sharma,2014,0.8,8.34
Shivam Sharma,2015,2.4,18.18
Shivil Kaushik,2016,0.0,5.12
Shivil Kaushik,2017,0.0,15.37
Shoaib Ahmed,2009,0.22,8.01
Shoaib Shaikh,2009,3.99,0.0
Shreevats Goswami,2009,21.81,0.0
Shreevats Goswami,2010,21.6,0.0
Shreevats Goswami,2011,5.5,0.0
Shreevats Goswami,2012,4.86,0.0
Shreevats Goswami,2018,15.46,0.0
Shreevats Goswami,2020,26.06,0.0
Shreyas Gopal,2014,4.73,10.0
Shreyas Gopal,2015,12.33,28.69
Shreyas Gopal,2016,5.35,19.1
Shreyas Gopal,2018,10.08,29.1
Shreyas Gopal,2019,19.08,44.34
Shreyas Gopal,2020,16.32,64.09
Shreyas Gopal,2021,15.15,52.7
Shreyas Gopal,2022,12.38,44.34
Shreyas Iyer,2015,20.34,0.0
Shreyas Iyer,2016,45.01,0.0
Shreyas Iyer,2017,23.71,0.0
Shreyas Iyer,2018,45.58,0.0
Shreyas Iyer,2019,70.86,0.0
Shreyas Iyer,2020,68.25,0.0
Shreyas Iyer,2021,92.76,0.0
Shreyas Iyer,2022,86.64,0.0
Shrikant Mundhe,2011,0.0,16.68
Shrikant Wagh,2010,0.32,6.89
Shrikant Wagh,2011,0.0,6.24
Shubham Agarwal,2017,0.0,9.6
Shubman Gill,2018,20.86,0.0
Shubman Gill,2019,15.57,0.0
Shubman Gill,2020,33.51,0.0
Shubman Gill,2021,58.82,0.0
Shubman Gill,2022,55.27,0.0
Siddarth Kaul,2013,1.1,9.97
Siddarth Kaul,2014,5.51,8.51
Siddarth Kaul,2017,2.2,18.48
Siddarth Kaul,2018,1.1,38.25
Siddarth Kaul,2019,1.75,33.39
Siddarth Kaul,2020,1.1,27.97
Siddarth Kaul,2021,1.1,40.45
Siddarth Kaul,2022,3.58,38.55
Siddharth Chitnis,2009,5.9,10.08
Siddharth Chitnis,2011,13.02,2.52
Siddharth Chitnis,2012,12.02,-0.0
Siddharth Trivedi,2009,1.16,10.37
Siddharth Trivedi,2010,3.2,21.68
Siddharth Trivedi,2011,6.56,36.59
Siddharth Trivedi,2012,3.2,31.49
Siddharth Trivedi,2013,6.32,44.64
Siddhesh Lad,2019,10.53,0.0
Simarjeet Singh,2022,1.58,8.64
Simon Katich,2009,50.72,0.0
Sourav Ganguly,2009,21.02,13.37
Sourav Ganguly,2010,12.8,4.08
Sourav Ganguly,2011,41.83,0.0
Sourav Ganguly,2012,26.37,0.0
Sourav Sarkar,2009,0.0,6.0
Sreenath Aravind,2011,3.19,13.4
Sreenath Aravind,2012,7.27,34.38
Sreenath Aravind,2015,6.38,26.8
Sreenath Aravind,2016,3.19,50.8
Sreenath Aravind,2017,3.19,43.32
Sreesanth,2009,0.0,14.74
Sreesanth,2010,1.53,10.25
Sreesanth,2011,7.13,4.94
Sreesanth,2013,3.06,15.16
Sridharan Sriram,2010,12.21,0.0
Sridharan Sriram,2011,33.96,0.0
Srikar Bharat,2021,14.29,0.0
Srikar Bharat,2022,40.29,0.0
Srikkanth Anirudha,2010,5.33,0.0
Srikkanth Anirudha,2011,16.4,0.0
Srikkanth Anirudha,2012,28.68,0.0
Srikkanth Anirudha,2013,22.35,0.0
Srikkanth Anirudha,2014,16.4,0.0
Steven Smith,2012,21.33,0.0
Steven Smith,2013,20.98,0.0
Steven Smith,2014,18.86,0.0
Steven Smith,2015,16.65,0.0
Steven Smith,2016,35.07,0.0
Steven Smith,2017,66.24,0.0
Steven Smith,2019,56.4,0.0
Steven Smith,2020,83.08,0.0
Steven Smith,2021,72.99,0.0
Stuart Binny,2010,9.24,3.98
Stuart Binny,2011,5.25,0.0
Stuart Binny,2012,20.44,0.0
Stuart Binny,2013,16.2,6.4
Stuart Binny,2014,30.13,6.38
