fullName,season,balls_bowled,conceded,wickets,MatchPlayed,4W_haul,5W_haul,dots,foursConceded,sixesConceded,wides,noballs,maidens,total_overs_bowled,economy,Bowling_strike_rate,average,Bowling_Quality,Bowling_Frequency,Bowling_Player_Impact,4W_factor,5W_factor,Bowling_Impact_Score
Stuart Binny,2010,6.0,9,0,1,0,0,0,1,0,0,0,0,1.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Stuart Binny,2011,24.0,44,0,3,0,0,1,4,1,1,0,0,4.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Stuart Binny,2012,60.0,78,3,6,0,0,15,8,0,0,0,0,10.0,7.8,20.0,26.0,0.64,10.0,6.4,0.0,0.0,6.4
Stuart Binny,2013,144.0,162,6,14,0,0,58,11,5,5,0,0,24.0,6.75,24.0,27.0,0.62,10.29,6.38,0.0,0.0,6.38
Stuart Binny,2014,54.0,64,3,8,0,0,19,6,1,0,0,0,9.0,7.11,18.0,21.33,0.78,6.75,5.26,0.0,0.0,5.26
Stuart Binny,2015,114.0,140,4,10,0,0,59,14,6,5,0,0,19.0,7.37,28.5,35.0,0.48,11.4,5.47,0.0,0.0,5.47
Stuart Binny,2016,102.0,134,1,11,0,0,28,16,1,2,0,0,17.0,7.88,102.0,134.0,0.12,9.27,1.11,0.0,0.0,1.11
Stuart Binny,2017,36.0,50,4,4,0,0,9,6,0,1,0,0,6.0,8.33,9.0,12.5,1.33,9.0,11.97,0.0,0.0,11.97
Stuart Binny,2018,12.0,33,0,1,0,0,2,7,0,1,1,0,2.0,16.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Stuart Binny,2019,42.0,44,1,5,0,0,13,3,0,1,0,0,7.0,6.29,42.0,44.0,0.38,8.4,3.19,0.0,0.0,3.19
Sudeep Tyagi,2009,114.0,136,5,8,0,0,63,18,4,3,1,0,19.0,7.16,22.8,27.2,0.61,14.25,8.69,0.0,0.0,8.69
Sudeep Tyagi,2010,95.0,159,1,6,0,0,36,16,8,5,2,0,15.5,10.26,95.0,159.0,0.1,15.83,1.58,0.0,0.0,1.58
Sudhesan Midhun,2019,12.0,27,0,1,0,0,4,2,2,1,0,0,2.0,13.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Sumit Narwal,2010,94.0,185,5,5,0,0,32,14,13,5,0,0,15.4,12.01,18.8,37.0,0.44,18.8,8.27,0.0,0.0,8.27
Sumit Narwal,2013,12.0,17,0,1,0,0,6,3,0,2,0,0,2.0,8.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Sunil Joshi,2008,55.0,82,1,4,0,0,18,6,5,0,0,0,9.1,9.01,55.0,82.0,0.2,13.75,2.75,0.0,0.0,2.75
Sunil Narine,2012,355.0,324,24,15,1,1,169,17,10,2,0,1,59.1,5.48,14.79,13.5,1.23,23.67,29.11,0.07,0.07,32.17
Sunil Narine,2013,384.0,350,22,16,2,0,183,28,8,3,0,1,64.0,5.47,17.45,15.91,1.05,24.0,25.2,0.12,0.0,26.71
Sunil Narine,2014,384.0,407,21,16,2,0,166,28,13,0,2,0,64.0,6.36,18.29,19.38,0.86,24.0,20.64,0.12,0.0,21.88
Sunil Narine,2015,192.0,234,7,8,1,0,80,17,11,4,0,0,32.0,7.31,27.43,33.43,0.5,24.0,12.0,0.12,0.0,12.72
Sunil Narine,2016,256.0,304,11,11,0,0,113,26,11,6,0,0,42.4,7.17,23.27,27.64,0.6,23.27,13.96,0.0,0.0,13.96
Sunil Narine,2017,354.0,412,10,15,0,0,133,41,6,8,0,0,59.0,6.98,35.4,41.2,0.4,23.6,9.44,0.0,0.0,9.44
Sunil Narine,2018,366.0,467,17,16,0,0,137,36,20,5,0,0,61.0,7.66,21.53,27.47,0.61,22.88,13.96,0.0,0.0,13.96
Sunil Narine,2019,266.0,347,10,12,0,0,96,27,13,7,0,1,44.2,7.85,26.6,34.7,0.48,22.17,10.64,0.0,0.0,10.64
Sunil Narine,2020,228.0,302,5,10,0,0,67,14,15,2,0,0,38.0,7.95,45.6,60.4,0.28,22.8,6.38,0.0,0.0,6.38
Sunil Narine,2021,336.0,361,16,14,1,0,131,18,15,6,2,0,56.0,6.45,21.0,22.56,0.74,24.0,17.76,0.07,0.0,18.38
Sunil Narine,2022,336.0,312,9,14,0,0,142,11,12,6,0,0,56.0,5.57,37.33,34.67,0.48,24.0,11.52,0.0,0.0,11.52
Sunny Gupta,2012,18.0,47,0,1,0,0,0,4,3,1,0,0,3.0,15.67,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Suraj Randiv,2011,174.0,223,6,8,0,0,60,20,5,6,0,0,29.0,7.69,29.0,37.17,0.45,21.75,9.79,0.0,0.0,9.79
Suresh Raina,2008,20.0,30,1,2,0,0,4,1,2,0,0,0,3.2,9.38,20.0,30.0,0.53,10.0,5.3,0.0,0.0,5.3
Suresh Raina,2009,166.0,164,7,10,0,0,62,9,4,1,0,0,27.4,5.99,23.71,23.43,0.7,16.6,11.62,0.0,0.0,11.62
Suresh Raina,2010,143.0,178,6,12,0,0,43,12,6,4,0,0,23.5,7.57,23.83,29.67,0.55,11.92,6.56,0.0,0.0,6.56
Suresh Raina,2011,165.0,201,4,12,0,0,68,15,8,8,0,0,27.3,7.36,41.25,50.25,0.33,13.75,4.54,0.0,0.0,4.54
Suresh Raina,2012,84.0,105,2,7,0,0,22,5,5,1,0,0,14.0,7.5,42.0,52.5,0.32,12.0,3.84,0.0,0.0,3.84
Suresh Raina,2013,12.0,23,1,2,0,0,2,1,2,0,0,0,2.0,11.5,12.0,23.0,0.72,6.0,4.32,0.0,0.0,4.32
Suresh Raina,2014,108.0,134,1,8,0,0,35,9,5,1,0,0,18.0,7.44,108.0,134.0,0.12,13.5,1.62,0.0,0.0,1.62
Suresh Raina,2015,72.0,93,2,5,0,0,25,6,4,6,0,0,12.0,7.75,36.0,46.5,0.36,14.4,5.18,0.0,0.0,5.18
Suresh Raina,2016,60.0,82,0,4,0,0,17,8,2,1,0,0,10.0,8.2,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Suresh Raina,2017,72.0,102,1,6,0,0,20,5,6,0,0,0,12.0,8.5,72.0,102.0,0.16,12.0,1.92,0.0,0.0,1.92
Suresh Raina,2019,6.0,6,0,1,0,0,1,0,0,0,0,0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Suryakumar Yadav,2014,6.0,8,0,1,0,0,2,1,0,0,0,0,1.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Swapnil Singh,2016,18.0,29,0,1,0,0,3,1,2,0,0,0,3.0,9.67,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Swapnil Singh,2017,42.0,61,1,4,0,0,7,0,4,1,0,0,7.0,8.71,42.0,61.0,0.27,10.5,2.84,0.0,0.0,2.84
T Natarajan,2017,76.0,115,2,6,0,0,25,9,5,6,0,0,12.4,9.27,38.0,57.5,0.28,12.67,3.55,0.0,0.0,3.55
T Natarajan,2020,377.0,504,16,16,0,0,136,44,19,11,1,1,62.5,8.06,23.56,31.5,0.53,23.56,12.49,0.0,0.0,12.49
T Natarajan,2021,48.0,69,2,2,0,0,14,7,2,2,0,0,8.0,8.62,24.0,34.5,0.48,24.0,11.52,0.0,0.0,11.52
T Natarajan,2022,258.0,406,18,11,0,0,82,34,18,14,0,0,43.0,9.44,14.33,22.56,0.74,23.45,17.35,0.0,0.0,17.35
TP Sudhindra,2012,70.0,136,1,3,0,0,19,9,9,3,1,0,11.4,11.93,70.0,136.0,0.12,23.33,2.8,0.0,0.0,2.8
Tabraiz Shamsi,2016,96.0,147,3,4,0,0,30,13,7,0,0,0,16.0,9.19,32.0,49.0,0.34,24.0,8.16,0.0,0.0,8.16
Tabraiz Shamsi,2021,24.0,34,0,1,0,0,2,1,1,0,0,0,4.0,8.5,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
Tejas Baroka,2017,21.0,33,0,1,0,0,6,2,2,0,0,0,3.3,10.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
Thilan Thushara,2009,48.0,60,3,2,0,0,20,6,1,2,0,0,8.0,7.5,16.0,20.0,0.83,24.0,19.92,0.0,0.0,19.92
Thilan Thushara,2010,87.0,101,5,4,0,0,40,9,3,5,2,0,14.3,7.06,17.4,20.2,0.81,21.75,17.62,0.0,0.0,17.62
Thisara Perera,2010,6.0,19,0,1,0,0,0,4,0,0,0,0,1.0,19.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Thisara Perera,2011,84.0,111,2,4,0,0,27,12,2,2,0,0,14.0,7.93,42.0,55.5,0.3,21.0,6.3,0.0,0.0,6.3
Thisara Perera,2012,15.0,27,0,2,0,0,2,2,1,0,0,0,2.3,11.74,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Thisara Perera,2013,358.0,478,19,16,0,0,144,53,13,8,3,0,59.4,8.05,18.84,25.16,0.66,22.38,14.77,0.0,0.0,14.77
Thisara Perera,2015,36.0,55,1,2,0,0,9,7,1,1,0,0,6.0,9.17,36.0,55.0,0.3,18.0,5.4,0.0,0.0,5.4
Thisara Perera,2016,199.0,326,9,11,0,0,56,35,11,3,0,0,33.1,9.85,22.11,36.22,0.46,18.09,8.32,0.0,0.0,8.32
Tilak Varma,2022,12.0,13,0,2,0,0,5,2,0,0,0,0,2.0,6.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Tillakaratne Dilshan,2008,6.0,3,1,1,0,0,3,0,0,0,0,0,1.0,3.0,6.0,3.0,5.56,6.0,33.36,0.0,0.0,33.36
Tillakaratne Dilshan,2009,96.0,98,0,8,0,0,34,7,2,0,0,0,16.0,6.12,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Tillakaratne Dilshan,2010,49.0,70,3,4,0,0,18,1,7,0,0,0,8.1,8.64,16.33,23.33,0.71,12.25,8.7,0.0,0.0,8.7
Tillakaratne Dilshan,2011,72.0,108,1,6,0,0,16,9,3,2,0,0,12.0,9.0,72.0,108.0,0.15,12.0,1.8,0.0,0.0,1.8
Tillakaratne Dilshan,2012,42.0,77,0,5,0,0,10,9,3,2,0,0,7.0,11.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0
Tillakaratne Dilshan,2013,6.0,10,0,1,0,0,0,1,0,0,0,0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Tim Southee,2011,114.0,166,4,5,0,0,44,20,4,5,0,0,19.0,8.74,28.5,41.5,0.4,22.8,9.12,0.0,0.0,9.12
Tim Southee,2014,60.0,76,0,3,0,0,27,7,2,3,0,0,10.0,7.6,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Tim Southee,2015,168.0,247,6,7,0,0,73,22,12,6,1,1,28.0,8.82,28.0,41.17,0.4,24.0,9.6,0.0,0.0,9.6
Tim Southee,2016,258.0,329,9,11,0,0,103,33,7,10,0,0,43.0,7.65,28.67,36.56,0.46,23.45,10.79,0.0,0.0,10.79
Tim Southee,2017,60.0,96,3,3,0,0,22,9,4,5,1,1,10.0,9.6,20.0,32.0,0.52,20.0,10.4,0.0,0.0,10.4
Tim Southee,2018,174.0,261,5,8,0,0,59,26,9,8,1,0,29.0,9.0,34.8,52.2,0.32,21.75,6.96,0.0,0.0,6.96
Tim Southee,2019,54.0,118,1,3,0,0,19,18,4,4,0,0,9.0,13.11,54.0,118.0,0.14,18.0,2.52,0.0,0.0,2.52
Tim Southee,2021,72.0,95,3,3,0,0,23,10,2,2,0,0,12.0,7.92,24.0,31.67,0.53,24.0,12.72,0.0,0.0,12.72
Tim Southee,2022,210.0,275,14,9,0,0,93,22,13,9,1,0,35.0,7.86,15.0,19.64,0.85,23.33,19.83,0.0,0.0,19.83
Tirumalasetti Suman,2009,90.0,108,5,5,0,0,31,3,6,0,1,0,15.0,7.2,18.0,21.6,0.77,18.0,13.86,0.0,0.0,13.86
Tirumalasetti Suman,2010,12.0,24,0,2,0,0,2,2,1,0,1,0,2.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Tirumalasetti Suman,2011,36.0,50,0,3,0,0,7,3,2,0,0,0,6.0,8.33,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Tirumalasetti Suman,2013,12.0,15,1,1,0,0,4,0,1,0,0,0,2.0,7.5,12.0,15.0,1.11,12.0,13.32,0.0,0.0,13.32
Tom Curran,2018,61.0,118,6,5,0,0,15,6,9,1,2,0,10.1,11.68,10.17,19.67,0.84,12.2,10.25,0.0,0.0,10.25
Tom Curran,2020,109.0,208,3,5,0,0,25,18,10,6,1,0,18.1,11.49,36.33,69.33,0.24,21.8,5.23,0.0,0.0,5.23
Tom Curran,2021,68.0,104,4,3,0,0,19,9,4,4,0,0,11.2,9.29,17.0,26.0,0.63,22.67,14.28,0.0,0.0,14.28
Travis Head,2017,48.0,81,2,5,0,0,7,3,5,0,0,0,8.0,10.12,24.0,40.5,0.41,9.6,3.94,0.0,0.0,3.94
Trent Boult,2015,168.0,236,9,7,0,0,74,28,6,13,0,0,28.0,8.43,18.67,26.22,0.64,24.0,15.36,0.0,0.0,15.36
Trent Boult,2016,24.0,39,1,1,0,0,11,8,0,2,0,0,4.0,9.75,24.0,39.0,0.43,24.0,10.32,0.0,0.0,10.32
Trent Boult,2017,143.0,216,5,6,0,0,58,30,5,5,0,0,23.5,9.19,28.6,43.2,0.38,23.83,9.06,0.0,0.0,9.06
Trent Boult,2018,316.0,466,18,14,0,0,118,46,18,10,1,1,52.4,8.89,17.56,25.89,0.64,22.57,14.44,0.0,0.0,14.44
Trent Boult,2019,114.0,163,5,5,0,0,44,12,9,6,0,0,19.0,8.58,22.8,32.6,0.51,22.8,11.63,0.0,0.0,11.63
Trent Boult,2020,344.0,457,25,15,1,0,157,65,10,6,0,3,57.2,7.99,13.76,18.28,0.91,22.93,20.87,0.07,0.0,21.6
Trent Boult,2021,308.0,406,13,14,0,0,138,41,17,8,1,1,51.2,7.93,23.69,31.23,0.53,22.0,11.66,0.0,0.0,11.66
Trent Boult,2022,372.0,492,16,16,0,0,176,57,16,15,0,3,62.0,7.94,23.25,30.75,0.54,23.25,12.56,0.0,0.0,12.56
Tushar Deshpande,2020,102.0,192,3,5,0,0,29,22,7,7,1,0,17.0,11.29,34.0,64.0,0.26,20.4,5.3,0.0,0.0,5.3
Tushar Deshpande,2022,42.0,63,1,2,0,0,18,10,1,1,0,0,7.0,9.0,42.0,63.0,0.26,21.0,5.46,0.0,0.0,5.46
Tymal Mills,2017,107.0,153,5,5,0,0,45,15,6,4,0,0,17.5,8.74,21.4,30.6,0.53,21.4,11.34,0.0,0.0,11.34
Tymal Mills,2022,102.0,190,6,5,0,0,30,22,8,5,0,0,17.0,11.18,17.0,31.67,0.53,20.4,10.81,0.0,0.0,10.81
Tyron Henderson,2009,36.0,40,1,2,0,0,15,5,0,0,0,0,6.0,6.67,36.0,40.0,0.42,18.0,7.56,0.0,0.0,7.56
Umar Gul,2008,135.0,184,12,6,1,0,59,17,5,12,6,1,22.3,8.25,11.25,15.33,1.08,22.5,24.3,0.17,0.0,26.37
Umesh Yadav,2010,144.0,184,6,7,0,0,60,25,2,6,2,0,24.0,7.67,24.0,30.67,0.54,20.57,11.11,0.0,0.0,11.11
Umesh Yadav,2011,108.0,169,2,6,0,0,39,20,5,3,2,0,18.0,9.39,54.0,84.5,0.2,18.0,3.6,0.0,0.0,3.6
Umesh Yadav,2012,366.0,453,19,17,0,0,151,45,12,14,3,2,61.0,7.43,19.26,23.84,0.7,21.53,15.07,0.0,0.0,15.07
Umesh Yadav,2013,347.0,508,16,16,1,0,135,58,13,15,1,0,57.5,8.83,21.69,31.75,0.52,21.69,11.28,0.06,0.0,11.62
Umesh Yadav,2014,270.0,367,11,12,0,0,106,40,8,10,3,0,45.0,8.16,24.55,33.36,0.5,22.5,11.25,0.0,0.0,11.25
Umesh Yadav,2015,252.0,382,10,12,0,0,97,50,10,12,2,0,42.0,9.1,25.2,38.2,0.44,21.0,9.24,0.0,0.0,9.24
Umesh Yadav,2016,156.0,234,10,9,0,0,52,21,9,5,2,0,26.0,9.0,15.6,23.4,0.71,17.33,12.3,0.0,0.0,12.3
Umesh Yadav,2017,291.0,410,17,14,1,0,129,44,17,13,0,0,48.3,8.49,17.12,24.12,0.69,20.79,14.35,0.07,0.0,14.85
Umesh Yadav,2018,319.0,418,20,14,0,0,148,40,19,10,2,1,53.1,7.87,15.95,20.9,0.8,22.79,18.23,0.0,0.0,18.23
Umesh Yadav,2019,227.0,371,8,11,0,0,88,39,18,10,1,0,37.5,9.89,28.38,46.38,0.36,20.64,7.43,0.0,0.0,7.43
Umesh Yadav,2020,42.0,83,0,2,0,0,14,11,3,3,1,0,7.0,11.86,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
Umesh Yadav,2022,288.0,339,16,12,1,0,143,34,13,4,5,2,48.0,7.06,18.0,21.19,0.79,24.0,18.96,0.08,0.0,19.72
Umran Malik,2021,72.0,96,2,3,0,0,31,14,1,3,0,0,12.0,8.0,36.0,48.0,0.35,24.0,8.4,0.0,0.0,8.4
Umran Malik,2022,295.0,444,22,14,1,1,141,52,17,14,4,1,49.1,9.04,13.41,20.18,0.82,21.07,17.28,0.07,0.07,19.09
Vaibhav Arora,2022,107.0,164,3,5,0,0,39,20,6,3,0,0,17.5,9.37,35.67,54.67,0.3,21.4,6.42,0.0,0.0,6.42
Varun Aaron,2011,72.0,82,2,3,0,0,32,10,1,5,0,0,12.0,6.83,36.0,41.0,0.41,24.0,9.84,0.0,0.0,9.84
Varun Aaron,2012,186.0,271,8,8,0,0,78,32,8,6,0,0,31.0,8.74,23.25,33.88,0.49,23.25,11.39,0.0,0.0,11.39
Varun Aaron,2014,220.0,299,16,10,0,0,97,27,12,15,3,1,36.4,8.21,13.75,18.69,0.89,22.0,19.58,0.0,0.0,19.58
Varun Aaron,2015,104.0,177,3,5,0,0,47,23,7,9,0,0,17.2,10.29,34.67,59.0,0.28,20.8,5.82,0.0,0.0,5.82
Varun Aaron,2016,142.0,227,2,8,0,0,50,20,9,11,2,0,23.4,9.7,71.0,113.5,0.15,17.75,2.66,0.0,0.0,2.66
Varun Aaron,2017,120.0,163,7,6,0,0,55,20,4,8,1,0,20.0,8.15,17.14,23.29,0.72,20.0,14.4,0.0,0.0,14.4
Varun Aaron,2019,72.0,116,4,5,0,0,28,10,5,2,0,1,12.0,9.67,18.0,29.0,0.57,14.4,8.21,0.0,0.0,8.21
Varun Aaron,2020,48.0,94,0,3,0,0,21,10,5,4,2,0,8.0,11.75,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Varun Aaron,2022,30.0,52,2,2,0,0,7,7,1,3,0,0,5.0,10.4,15.0,26.0,0.64,15.0,9.6,0.0,0.0,9.6
Varun Chakravarthy,2019,18.0,35,1,1,0,0,8,3,3,0,0,0,3.0,11.67,18.0,35.0,0.48,18.0,8.64,0.0,0.0,8.64
Varun Chakravarthy,2020,312.0,356,17,13,0,1,111,27,9,1,0,0,52.0,6.85,18.35,20.94,0.8,24.0,19.2,0.0,0.08,20.74
Varun Chakravarthy,2021,408.0,448,18,17,0,0,149,28,14,5,3,0,68.0,6.59,22.67,24.89,0.67,24.0,16.08,0.0,0.0,16.08
Varun Chakravarthy,2022,234.0,332,6,11,0,0,88,19,20,8,3,0,39.0,8.51,39.0,55.33,0.3,21.27,6.38,0.0,0.0,6.38
Veer Pratap Singh,2012,204.0,296,10,9,0,0,75,31,10,7,0,0,34.0,8.71,20.4,29.6,0.56,22.67,12.7,0.0,0.0,12.7
Venkatesh Iyer,2021,51.0,69,3,4,0,0,14,3,3,2,1,0,8.3,8.31,17.0,23.0,0.71,12.75,9.05,0.0,0.0,9.05
Venkatesh Iyer,2022,24.0,46,0,4,0,0,3,5,2,0,0,0,4.0,11.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Venugopal Rao,2008,84.0,137,2,7,0,0,22,15,3,4,0,0,14.0,9.79,42.0,68.5,0.24,12.0,2.88,0.0,0.0,2.88
Venugopal Rao,2009,90.0,122,4,6,0,0,28,6,7,2,0,0,15.0,8.13,22.5,30.5,0.55,15.0,8.25,0.0,0.0,8.25
Venugopal Rao,2010,6.0,10,0,1,0,0,1,1,0,0,0,0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Venugopal Rao,2011,12.0,26,0,2,0,0,3,2,2,0,0,0,2.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Venugopal Rao,2012,12.0,26,0,2,0,0,3,4,1,0,0,0,2.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Venugopal Rao,2014,12.0,16,0,2,0,0,3,2,0,0,0,0,2.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Vidyut Sivaramakrishnan,2008,12.0,22,1,1,0,0,5,1,2,1,0,0,2.0,11.0,12.0,22.0,0.76,12.0,9.12,0.0,0.0,9.12
Vijay Shankar,2014,6.0,19,0,1,0,0,1,1,2,0,0,0,1.0,19.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Vijay Shankar,2018,30.0,58,1,4,0,0,8,5,3,3,1,0,5.0,11.6,30.0,58.0,0.29,7.5,2.17,0.0,0.0,2.17
Vijay Shankar,2019,48.0,70,1,5,0,0,14,8,1,3,1,0,8.0,8.75,48.0,70.0,0.24,9.6,2.3,0.0,0.0,2.3
Vijay Shankar,2020,79.0,82,4,5,0,0,31,6,1,3,2,0,13.1,6.26,19.75,20.5,0.81,15.8,12.8,0.0,0.0,12.8
Vijay Shankar,2021,66.0,100,3,5,0,0,22,6,5,5,1,0,11.0,9.09,22.0,33.33,0.5,13.2,6.6,0.0,0.0,6.6
Vijay Shankar,2022,9.0,15,0,2,0,0,4,3,0,1,0,0,1.3,11.54,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0
Vikram Singh,2008,288.0,420,11,13,0,0,99,46,11,5,3,0,48.0,8.75,26.18,38.18,0.44,22.15,9.75,0.0,0.0,9.75
Vikram Singh,2009,54.0,82,1,4,0,0,17,8,3,0,0,0,9.0,9.11,54.0,82.0,0.2,13.5,2.7,0.0,0.0,2.7
Vikram Singh,2010,18.0,40,0,1,0,0,5,4,2,2,1,0,3.0,13.33,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Vikramjeet Malik,2009,72.0,98,2,5,0,0,30,8,4,1,1,0,12.0,8.17,36.0,49.0,0.34,14.4,4.9,0.0,0.0,4.9
Vikramjeet Malik,2010,43.0,62,1,3,0,0,17,10,0,2,1,0,7.1,8.73,43.0,62.0,0.27,14.33,3.87,0.0,0.0,3.87
Vikramjeet Malik,2011,12.0,13,0,1,0,0,4,0,1,0,0,0,2.0,6.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Vikramjeet Malik,2013,60.0,59,2,3,0,0,30,8,0,1,0,0,10.0,5.9,30.0,29.5,0.56,20.0,11.2,0.0,0.0,11.2
Vikramjeet Malik,2014,18.0,29,1,1,0,0,7,4,1,1,0,0,3.0,9.67,18.0,29.0,0.57,18.0,10.26,0.0,0.0,10.26
Vikrant Yeligati,2008,30.0,59,0,2,0,0,8,7,2,2,0,0,5.0,11.8,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Vinay Kumar,2008,138.0,182,5,8,0,0,60,18,7,1,2,0,23.0,7.91,27.6,36.4,0.46,17.25,7.94,0.0,0.0,7.94
Vinay Kumar,2009,194.0,271,9,11,0,0,67,27,7,5,0,0,32.2,8.42,21.56,30.11,0.55,17.64,9.7,0.0,0.0,9.7
Vinay Kumar,2010,277.0,396,16,14,1,0,106,36,16,5,2,0,46.1,8.59,17.31,24.75,0.67,19.79,13.26,0.07,0.0,13.72
Vinay Kumar,2011,268.0,335,12,13,0,0,110,41,5,10,0,0,44.4,7.55,22.33,27.92,0.59,20.62,12.17,0.0,0.0,12.17
Vinay Kumar,2012,335.0,480,19,14,0,0,129,44,20,9,2,0,55.5,8.65,17.63,25.26,0.66,23.93,15.79,0.0,0.0,15.79
Vinay Kumar,2013,361.0,493,23,16,0,0,130,48,13,7,2,0,60.1,8.2,15.7,21.43,0.78,22.56,17.6,0.0,0.0,17.6
Vinay Kumar,2014,192.0,281,7,9,0,0,63,26,9,2,0,0,32.0,8.78,27.43,40.14,0.42,21.33,8.96,0.0,0.0,8.96
Vinay Kumar,2015,261.0,368,7,13,0,0,96,40,12,3,1,0,43.3,8.5,37.29,52.57,0.32,20.08,6.43,0.0,0.0,6.43
Vinay Kumar,2016,54.0,64,3,3,0,0,26,7,2,3,0,1,9.0,7.11,18.0,21.33,0.78,18.0,14.04,0.0,0.0,14.04
Vinay Kumar,2017,18.0,31,2,1,0,0,6,3,1,2,0,0,3.0,10.33,9.0,15.5,1.08,18.0,19.44,0.0,0.0,19.44
Vinay Kumar,2018,23.0,65,2,2,0,0,8,5,6,1,1,0,3.5,18.57,11.5,32.5,0.47,11.5,5.4,0.0,0.0,5.4
Virat Kohli,2008,46.0,61,2,4,0,0,8,3,1,2,1,0,7.4,8.24,23.0,30.5,0.53,11.5,6.1,0.0,0.0,6.1
Virat Kohli,2009,36.0,46,0,3,0,0,10,2,1,3,0,0,6.0,7.67,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Virat Kohli,2010,32.0,50,0,4,0,0,8,3,2,0,1,0,5.2,9.62,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Virat Kohli,2011,102.0,139,2,10,0,0,24,13,2,2,2,0,17.0,8.18,51.0,69.5,0.24,10.2,2.45,0.0,0.0,2.45
Virat Kohli,2012,18.0,49,0,2,0,0,2,4,4,0,0,0,3.0,16.33,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Virat Kohli,2015,11.0,10,0,2,0,0,2,0,0,0,0,0,1.5,6.67,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0
Virat Kohli,2016,6.0,13,0,1,0,0,1,0,1,0,2,0,1.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Virender Sehwag,2008,66.0,133,3,7,0,0,19,9,11,1,0,0,11.0,12.09,22.0,44.33,0.38,9.43,3.58,0.0,0.0,3.58
Virender Sehwag,2009,6.0,25,0,1,0,0,1,1,3,0,1,0,1.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Virender Sehwag,2010,34.0,23,3,3,0,0,18,2,0,0,0,0,5.4,4.26,11.33,7.67,2.07,11.33,23.45,0.0,0.0,23.45
Virender Sehwag,2012,24.0,45,0,3,0,0,7,6,2,0,0,0,4.0,11.25,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Virender Sehwag,2013,6.0,9,0,1,0,0,0,1,0,0,0,0,1.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Wanindu Hasaranga de Silva,2021,36.0,60,0,2,0,0,11,4,4,0,0,0,6.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Wanindu Hasaranga de Silva,2022,342.0,430,26,16,1,1,143,22,30,4,0,1,57.0,7.54,13.15,16.54,1.01,21.38,21.59,0.06,0.06,23.53
Washington Sundar,2017,180.0,185,8,10,0,0,85,17,6,2,0,0,30.0,6.17,22.5,23.12,0.72,18.0,12.96,0.0,0.0,12.96
Washington Sundar,2018,120.0,192,4,7,0,0,29,9,13,2,0,0,20.0,9.6,30.0,48.0,0.35,17.14,6.0,0.0,0.0,6.0
